Entity,Code,Year,Annual CO2 emissions percentage,Annual CO₂ emissions
Asia (excl. China and India),,1908,2.0943597710292914,58342300
Asia (excl. China and India),,1909,2.096116079937369,60811836
Asia (excl. China and India),,1910,2.046476519621854,62280950
Asia (excl. China and India),,1911,2.211770982,68345896
Asia (excl. China and India),,1912,2.2862486411047174,74222540
Asia (excl. China and India),,1913,2.3216963624764495,81643220
Asia (excl. China and India),,1914,2.647669449,84455000
Asia (excl. China and India),,1915,2.486845606102974,78093830
Asia (excl. China and India),,1916,2.542761197896046,86249780
Asia (excl. China and India),,1917,2.676030141627913,94949250
Asia (excl. China and India),,1918,2.6507982669171275,92769624
Asia (excl. China and India),,1919,3.3814486172072367,102587720
Asia (excl. China and India),,1920,2.8345868139034502,100283070
Asia (excl. China and India),,1921,3.0754664115867905,95529650
Asia (excl. China and India),,1922,3.2080399328453675,104404460
Asia (excl. China and India),,1923,3.108398357987915,114721590
Asia (excl. China and India),,1924,3.3436338903575913,123807310
Asia (excl. China and India),,1925,3.4594795826581906,129406456
Asia (excl. China and India),,1926,3.676869920470119,135213490
Asia (excl. China and India),,1927,3.7156740663594308,149108050
Asia (excl. China and India),,1928,4.022193675745302,160739400
Asia (excl. China and India),,1929,3.9262504917055896,168365920
Asia (excl. China and India),,1930,4.193323867768502,165975780
Asia (excl. China and India),,1931,4.462273622493129,157934160
Asia (excl. China and India),,1932,5.0861461318961005,162379870
Asia (excl. China and India),,1933,5.456906790555439,183498500
Asia (excl. China and India),,1934,5.678889662111541,207630830
Asia (excl. China and India),,1935,5.820028650109125,223241310
Asia (excl. China and India),,1936,5.893698563,248002750
Asia (excl. China and India),,1937,5.992509201,269466080
Asia (excl. China and India),,1938,6.6906811274392295,282990340
Asia (excl. China and India),,1939,6.601917935253812,295114620
Asia (excl. China and India),,1940,6.7293959990199514,328708350
Asia (excl. China and India),,1941,6.217822082050445,310834700
Asia (excl. China and India),,1942,5.343827794862212,266257490
Asia (excl. China and India),,1943,5.605062316745083,284472220
Asia (excl. China and India),,1944,5.614935591879858,289870300
Asia (excl. China and India),,1945,5.113660293619834,219340880
Asia (excl. China and India),,1946,4.932078072640629,227297140
Asia (excl. China and India),,1947,5.525219219571837,285388930
Asia (excl. China and India),,1948,5.366999139544976,292387940
Asia (excl. China and India),,1949,5.080463850679745,264389120
Asia (excl. China and India),,1950,4.395783773360239,260680700
Asia (excl. China and India),,1951,4.526630484434073,288863700
Asia (excl. China and India),,1952,4.781583163020103,309247000
Asia (excl. China and India),,1953,5.079719135958799,337846300
Asia (excl. China and India),,1954,5.2851281944476565,358835330
Asia (excl. China and India),,1955,5.4484273981441715,405575260
Asia (excl. China and India),,1956,5.701698817827286,451917380
Asia (excl. China and India),,1957,6.062491819,496254050
Asia (excl. China and India),,1958,6.150132056767355,517668160
Asia (excl. China and India),,1959,6.2366480244671125,552235800
Asia (excl. China and India),,1960,6.695676089237051,628523800
Asia (excl. China and India),,1961,7.461217737897987,702476800
Asia (excl. China and India),,1962,7.698653397926807,750409860
Asia (excl. China and India),,1963,8.025088843111698,823917600
Asia (excl. China and India),,1964,8.381871312575793,907292800
Asia (excl. China and India),,1965,8.804920379754309,995884900
Asia (excl. China and India),,1966,9.173639862109397,1088230800
Asia (excl. China and India),,1967,9.849533157598334,1205316600
Asia (excl. China and India),,1968,10.433192200112492,1346420100
Asia (excl. China and India),,1969,10.931204779632509,1504315000
Asia (excl. China and India),,1970,11.464363853674655,1708075300
Asia (excl. China and India),,1971,11.946932692462251,1852219900
Asia (excl. China and India),,1972,12.064763569988044,1957443800
Asia (excl. China and India),,1973,12.491453650666632,2134176500
Asia (excl. China and India),,1974,12.740207139372247,2167245800
Asia (excl. China and India),,1975,12.66934786111152,2160472600
Asia (excl. China and India),,1976,12.96786635490164,2332804000
Asia (excl. China and India),,1977,13.23751426489797,2448759300
Asia (excl. China and India),,1978,12.979303304007106,2475061000
Asia (excl. China and India),,1979,13.275706710835891,2603236000
Asia (excl. China and India),,1980,13.409835188353034,2613379000
Asia (excl. China and India),,1981,13.571191379170596,2581634800
Asia (excl. China and India),,1982,13.728100055974009,2590643200
Asia (excl. China and India),,1983,13.998216752339669,2658528800
Asia (excl. China and India),,1984,14.11238925,2772774100
Asia (excl. China and India),,1985,14.150537738992659,2874243300
Asia (excl. China and India),,1986,14.38146690118345,2964734000
Asia (excl. China and India),,1987,14.19974243992362,3017455400
Asia (excl. China and India),,1988,14.815770027978884,3272081000
Asia (excl. China and India),,1989,15.194082435424585,3401443000
Asia (excl. China and India),,1990,15.493248787749021,3521457000
Asia (excl. China and India),,1991,17.85414173461644,4139676700
Asia (excl. China and India),,1992,16.97262932484938,3823620600
Asia (excl. China and India),,1993,17.32290362185344,3941960400
Asia (excl. China and India),,1994,17.735684657768505,4077954000
Asia (excl. China and India),,1995,17.60772463013943,4143463700
Asia (excl. China and India),,1996,17.612938371353604,4272575500
Asia (excl. China and India),,1997,17.825051542018382,4349651500
Asia (excl. China and India),,1998,17.448730483929573,4240700000
Asia (excl. China and India),,1999,17.91925532196961,4453602300
Asia (excl. China and India),,2000,18.42832402912282,4701166600
Asia (excl. China and India),,2001,18.643583027029305,4792573400
Asia (excl. China and India),,2002,18.668172778335695,4905410600
Asia (excl. China and India),,2003,18.567001911166326,5137394000
Asia (excl. China and India),,2004,18.680183713423503,5348603400
Asia (excl. China and India),,2005,18.49075973133262,5475925000
Asia (excl. China and India),,2006,18.340873622885223,5617514000
Asia (excl. China and India),,2007,18.26590158580708,5760085000
Asia (excl. China and India),,2008,18.29343289138739,5867472000
Asia (excl. China and India),,2009,18.67625709579399,5890850300
Asia (excl. China and India),,2010,18.756358773124248,6256353000
Asia (excl. China and India),,2011,18.810208986203737,6490375700
Asia (excl. China and India),,2012,19.28698327560212,6750448000
Asia (excl. China and India),,2013,19.094243198237024,6740584000
Asia (excl. China and India),,2014,19.18596563458496,6801443000
Asia (excl. China and India),,2015,19.629521051324513,6949811700
Asia (excl. China and India),,2016,19.977418387717666,7075333600
Asia (excl. China and India),,2017,20.296173357599297,7304572000
Asia (excl. China and India),,2018,20.172576781531394,7409473500
Asia (excl. China and India),,2019,20.381133821620406,7562272300
Asia (excl. China and India),,2020,20.80366995405762,7307606500
Asia (excl. China and India),,2021,20.324166987855744,7518262300
Asia (excl. China and India),,2022,20.470008731115648,7634051600
Asia (excl. China and India),,2023,20.203961594918262,7635394000
China,CHN,1907,0.6859187850631516,19893872
China,CHN,1908,0.8161669659508692,22735854
China,CHN,1909,0.8359247436210145,24251576
China,CHN,1910,0.8217798160743942,25009438
China,CHN,1911,0.7970784146903457,24630506
China,CHN,1912,0.5245425472055115,17029154
China,CHN,1913,0.6896444773187678,24251576
China,CHN,1914,0.8376239863584596,26718416
China,CHN,1915,0.8095012461790889,25420578
China,CHN,1916,0.8882938530142849,30130690
China,CHN,1917,0.9025422748136936,32023448
China,CHN,1918,0.9928879602885825,34747964
China,CHN,1919,1.2524491626952432,37997296
China,CHN,1920,1.1385050364133278,40278456
China,CHN,1921,1.2479212504949035,38762732
China,CHN,1922,1.2282065839781844,39971524
China,CHN,1923,1.2604000231169292,46517556
China,CHN,1924,1.3191743029846437,48846084
China,CHN,1925,1.2285309065594372,45954840
China,CHN,1926,1.1872539029529698,43660164
China,CHN,1927,1.1415195405127443,45808580
China,CHN,1928,1.190884158310823,47591444
China,CHN,1929,1.1259199660207049,48281828
China,CHN,1930,1.2520782031845556,49558456
China,CHN,1931,1.4665148768478853,51904660
China,CHN,1932,1.5745562724382332,50269150
China,CHN,1933,1.609166644887929,54111180
China,CHN,1934,1.7062208981419085,62382628
China,CHN,1935,1.8939219928200925,72645970
China,CHN,1936,1.7936904321817393,75477250
China,CHN,1937,1.5782331048391123,70968650
China,CHN,1938,1.4508520910625238,61365520
China,CHN,1939,1.6649831856786903,74426990
China,CHN,1940,1.858685455757059,90790530
China,CHN,1941,2.2799850513038997,113978570
China,CHN,1942,2.561219774195365,127613384
China,CHN,1943,2.147560099,108994540
China,CHN,1944,1.9952316994313952,103003570
China,CHN,1945,1.3030574829446357,55892210
China,CHN,1946,0.7834801158199299,36107050
China,CHN,1947,0.8099607181673839,41836136
China,CHN,1948,0.704862605,38400104
China,CHN,1949,1.1929416171150853,62081100
China,CHN,1950,1.3293768527940455,78835290
China,CHN,1951,1.600193525563742,102115210
China,CHN,1952,1.979128144188477,127999330
China,CHN,1953,2.011504804402711,133782880
China,CHN,1954,2.369492665589627,160877400
China,CHN,1955,2.559432107861877,190521460
China,CHN,1956,2.7229829745091454,215823980
China,CHN,1957,3.124799137694327,255784960
China,CHN,1958,6.232688134099349,524617060
China,CHN,1959,8.132996342548653,720151550
China,CHN,1960,8.509631073,798799940
China,CHN,1961,6.060835276012354,570630200
China,CHN,1962,4.715343550177493,459618080
China,CHN,1963,4.449104799082561,456779460
China,CHN,1964,4.2555180576745535,460637100
China,CHN,1965,4.4231834973361925,500286370
China,CHN,1966,4.631867954978973,549459260
China,CHN,1967,3.7608461229485557,460225900
China,CHN,1968,3.839600416613338,495506560
China,CHN,1969,4.415771027652357,607683300
China,CHN,1970,5.422865749242444,807952640
China,CHN,1971,5.864458690479352,909209700
China,CHN,1972,5.970276022824412,968645570
China,CHN,1973,5.901592618609637,1008292600
China,CHN,1974,6.043709911241016,1028099840
China,CHN,1975,6.938557068247506,1183215000
China,CHN,1976,6.817574994049261,1226421200
China,CHN,1977,7.248270915425961,1340831100
China,CHN,1978,7.828177620518763,1492777900
China,CHN,1979,7.780405092470271,1525661200
China,CHN,1980,7.668594455174445,1494495900
China,CHN,1981,7.761631700506423,1476487800
China,CHN,1982,8.513468635289879,1606585000
China,CHN,1983,8.920728634519705,1694216800
China,CHN,1984,9.389488612786511,1844828000
China,CHN,1985,9.837006107708303,1998083000
China,CHN,1986,10.207214328545728,2104213400
China,CHN,1987,10.624616090994913,2257738500
China,CHN,1988,10.984288497120271,2425893600
China,CHN,1989,11.00502582,2463654400
China,CHN,1990,10.932541166293479,2484854800
China,CHN,1991,11.23991376994033,2606096100
China,CHN,1992,12.121664398317932,2730787600
China,CHN,1993,12.839164667836776,2921651000
China,CHN,1994,13.49866530226132,3103739000
China,CHN,1995,14.285337796609156,3361637000
China,CHN,1996,14.464483708452638,3508818200
China,CHN,1997,14.407050269618354,3515594200
China,CHN,1998,13.843889093097458,3364587500
China,CHN,1999,14.31284329,3557274600
China,CHN,2000,14.304774563331101,3649226500
China,CHN,2001,14.504270327718741,3728509700
China,CHN,2002,15.614672319729621,4103046400
China,CHN,2003,17.49623644888499,4841118700
China,CHN,2004,18.221780133747405,5217351000
China,CHN,2005,19.862327580551938,5882106400
China,CHN,2006,21.203630846609663,6494330400
China,CHN,2007,22.14564360217235,6983547400
China,CHN,2008,23.38794926374999,7501497300
China,CHN,2009,25.017746842245142,7891078000
China,CHN,2010,25.84422846456783,8620576000
China,CHN,2011,27.62631399687347,9532332000
China,CHN,2012,27.940818335498562,9779292000
China,CHN,2013,28.203575133498823,9956329000
China,CHN,2014,28.181185592920773,9990257000
China,CHN,2015,27.85901908973075,9863457000
China,CHN,2016,27.565318217310445,9762714000
China,CHN,2017,27.803199448728854,10006343000
China,CHN,2018,28.131971141475358,10332993000
China,CHN,2019,28.875334423847693,10713984000
China,CHN,2020,31.04688762213408,10905693000
China,CHN,2021,30.947217081591393,11447913000
China,CHN,2022,30.435425922829754,11350538000
China,CHN,2023,31.495128279614566,11902503000
Europe (excl. EU-27),,1750,100,9305937
Europe (excl. EU-27),,1751,100,9407229
Europe (excl. EU-27),,1752,100,9505168
Europe (excl. EU-27),,1753,100,9610490
Europe (excl. EU-27),,1754,100,9733580
Europe (excl. EU-27),,1755,100,9793468
Europe (excl. EU-27),,1756,100,9909914
Europe (excl. EU-27),,1757,100,10093936
Europe (excl. EU-27),,1758,100,10216358
Europe (excl. EU-27),,1759,100,10338854
Europe (excl. EU-27),,1760,100,10514331
Europe (excl. EU-27),,1761,100,10747885
Europe (excl. EU-27),,1762,100,10952198
Europe (excl. EU-27),,1763,100,11191592
Europe (excl. EU-27),,1764,100,11396982
Europe (excl. EU-27),,1765,100,11643486
Europe (excl. EU-27),,1766,100,11876080
Europe (excl. EU-27),,1767,100,12152509
Europe (excl. EU-27),,1768,100,12466936
Europe (excl. EU-27),,1769,100,12780074
Europe (excl. EU-27),,1770,100,13097216
Europe (excl. EU-27),,1771,100,13369488
Europe (excl. EU-27),,1772,100,13623507
Europe (excl. EU-27),,1773,100,13808138
Europe (excl. EU-27),,1774,100,14012415
Europe (excl. EU-27),,1775,100,14338920
Europe (excl. EU-27),,1776,100,14654124
Europe (excl. EU-27),,1777,100,14959537
Europe (excl. EU-27),,1778,100,15243483
Europe (excl. EU-27),,1779,100,15535235
Europe (excl. EU-27),,1780,100,15878726
Europe (excl. EU-27),,1781,100,16234383
Europe (excl. EU-27),,1782,100,16580954
Europe (excl. EU-27),,1783,100,17062752
Europe (excl. EU-27),,1784,100,17471092
Europe (excl. EU-27),,1785,99.97960493240015,17961464
Europe (excl. EU-27),,1786,99.98013822580582,18443832
Europe (excl. EU-27),,1787,99.98057174429573,18855466
Europe (excl. EU-27),,1788,99.98100198753224,19282564
Europe (excl. EU-27),,1789,99.98155403620243,19859760
Europe (excl. EU-27),,1790,99.98203753742874,20394430
Europe (excl. EU-27),,1791,99.98249549,20928086
Europe (excl. EU-27),,1792,97.84462863,21456558
Europe (excl. EU-27),,1793,97.83090856626254,21813614
Europe (excl. EU-27),,1794,98.01503184595715,22072648
Europe (excl. EU-27),,1795,97.98043006113399,21864574
Europe (excl. EU-27),,1796,97.56521474975155,21582768
Europe (excl. EU-27),,1797,97.49541853134244,21536814
Europe (excl. EU-27),,1798,97.49453062482229,22527018
Europe (excl. EU-27),,1799,97.70710121604318,26855000
Europe (excl. EU-27),,1800,95.55382545,31340080
Europe (excl. EU-27),,1801,96.09384716149697,30736626
Europe (excl. EU-27),,1802,75.35850237625597,30377368
Europe (excl. EU-27),,1803,95.60893160947273,28241450
Europe (excl. EU-27),,1804,87.47495449835057,27790074
Europe (excl. EU-27),,1805,93.73856586519223,29295006
Europe (excl. EU-27),,1806,94.50835742702186,30908602
Europe (excl. EU-27),,1807,90.00847581395838,32583656
Europe (excl. EU-27),,1808,94.94011556,33701640
Europe (excl. EU-27),,1809,95.01490498753351,34522536
Europe (excl. EU-27),,1810,89.64283705757306,35402028
Europe (excl. EU-27),,1811,89.99018609824938,36155070
Europe (excl. EU-27),,1812,90.02093691012878,36741616
Europe (excl. EU-27),,1813,90.66554644526276,37359772
Europe (excl. EU-27),,1814,90.42111252641016,38181804
Europe (excl. EU-27),,1815,89.51965260863912,39019170
Europe (excl. EU-27),,1816,86.30428614442796,39265496
Europe (excl. EU-27),,1817,84.760142,41766344
Europe (excl. EU-27),,1818,85.1669388,43769000
Europe (excl. EU-27),,1819,85.05076873500741,43316496
Europe (excl. EU-27),,1820,83.90421270730755,42567188
Europe (excl. EU-27),,1821,83.54586671662503,43493436
Europe (excl. EU-27),,1822,83.43673804913543,45073956
Europe (excl. EU-27),,1823,82.82163217121247,46676420
